"id","name","type","year","secteur","mappe","producer","scale","sheet","salle","tranche","index","nature","created_by_id","last_update_by_id"
4859,"-----","-----",NULL,"N9","39-24-L","ORMVAG","1//5000","-----","SALLE 1","STI","9A1-10"," PLAN PARCELLAIRE",NULL,NULL
4860,"-----","-----",NULL,"N9","39-24-O","ORMVAG","1//5000","-----","SALLE 1","STI","9A1-11"," PLAN PARCELLAIRE",NULL,NULL
4861,"-----","-----",NULL,"N9","39-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","9A1-12"," PLAN PARCELLAIRE",NULL,NULL
4862,"-----","-----",NULL,"N9","39-24-P","ORMVAG","1//5000","-----","SALLE 1","STI","9A1-13"," PLAN PARCELLAIRE",NULL,NULL
4863,"-----","-----",NULL,"N9","39-25-M","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","STI","9A1-14"," PLAN PARCELLAIRE",NULL,NULL
4864,"GHARB","-----",1974,"-----","39-25-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","9A1-15","PLAN COTE",NULL,NULL
4865,"KARIA BEN AOUDA","-----",NULL,"-----","40-26-M","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","-----","9A1-16","PLAN COTE",NULL,NULL
4866,"KARIA BEN AOUDA","-----",NULL,"-----","40-25-L","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","-----","11-1","PLAN COTE",NULL,NULL
4867,"KARIA BEN AOUDA","-----",NULL,"-----","40-25-P","Cabinet OBER VICTOR","1//5000","-----","SALLE 1","-----","11-2","PLAN COTE",NULL,NULL
4868,"-----","-----",NULL,"-----","-----","-----","1//20000","-----","SALLE 1","-----","12","PLAN DU TRACE",NULL,NULL
4869,"PERIMETRE DU GHARB","-----",NULL,"-----","-----","ORMVAG","1//5000","-----","SALLE 1","STI","13","PLAN DU TRACE",NULL,NULL
4870,"STATION DE POMPAGE SPC2","ABORDS_ACCES",NULL,"C2","-----","L'ORMVAG - EMATER - SOCEA","1//500","M 292","SALLE 1","STI","14","PLAN D'IMPLANTATION",NULL,NULL
4871,"ZONE CENTRAL DU BEHT","-----",NULL,"SECTEURS 4/2 BLOC 4","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-1","PLAN COTE",NULL,NULL
4872,"ZONE CENTRAL DU BEHT","-----",NULL,"SECTEURS 4/2 BLOC 4","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-2","PLAN COTE",NULL,NULL
4873,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 4","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-3","PLAN COTE",NULL,NULL
4874,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 4","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-4","PLAN COTE",NULL,NULL
4875,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 3","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-5","PLAN COTE",NULL,NULL
4876,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 1 ET 2","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-6","PLAN COTE",NULL,NULL
4877,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 4","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-7","PLAN COTE",NULL,NULL
4878,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 1","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-8","PLAN COTE",NULL,NULL
4879,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 2","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-9","PLAN COTE",NULL,NULL
4880,"ZONE CENTRAL DU BEHT","-----",NULL,"SECTEURS 4/2 BLOC 3","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-10","PLAN COTE",NULL,NULL
4881,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 2","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-11","PLAN COTE",NULL,NULL
4882,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 2","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-12","PLAN COTE",NULL,NULL
4883,"ZONE CENTRAL DU BEHT","-----",1979,"SECTEURS 4/2 BLOC 1","-----","Cabinet OBER VICTOR","1//200","-----","SALLE 1","BEHT","15.95.DAM-13","PLAN COTE",NULL,NULL
4884,"PERIMETRE DU GHARB","-----",1977,"-----","-----","ORMVAG","-----","2","SALLE 1","STI","15.95.DAM-14","PLAN DE LOCALISATION",NULL,NULL
4885,"PERIMETRE DU GHARB S.T.I","-----",1977,"-----","-----","ORMVAG","-----","1_3","SALLE 1","STI","15.95.DAM-15","PLAN D'IMPLANTATION",NULL,NULL
4886,"PERIMETRE DU BEHT","-----",1978,"-----","-----","ORMVAG","1//2000","FEUILLE N°5","SALLE 1","BEHT","15.95.DAM-16"," PLAN D'ENSEMBLE",NULL,NULL
4887,"PERIMETRE DU BEHT","INFRASTRUCTURE PRINCIPALE",1978,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","15.95.DAM-17","PLAN DE SITAUTION",NULL,NULL
4888,"PERIMETRE DU BEHT","-----",NULL,"-----","-----","Cabinet OBER VICTOR","1//2000","FEUILLE N°4","SALLE 1","BEHT","15.95.DAM-19"," PLAN D'ENSEMBLE",NULL,NULL
4889,"PERIMETRE DU BEHT","IRRIGATION",NULL,"S8","34-26-C","ORMVAG","1//5000","-----","SALLE 1","BEHT","15.95.DAM-20","CANEVAS-A.P.S",NULL,NULL
4890,"PERIMETRE DU BEHT","IRRIGATION",NULL,"S8","35-26-O","ORMVAG","1//5000","-----","SALLE 1","BEHT","15.95.DAM-21","CANEVAS-A.P.S",NULL,NULL
4891,"PERIMETRE DU BEHT","AVANT PROJET",1978,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","15.95.DAM-24","PLAN DE SITAUTION",NULL,NULL
4892,"PERIMETRE DU BEHT ","IRRIGATION",NULL,"S9","35-26-F","ORMVAG","1//5000","-----","SALLE 1","BEHT","15.95.DAM-25","CANEVAS-A.P.S",NULL,NULL
4893,"PERIMETRE DU GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","2.B5.1","SALLE 1","STI","15.95.DAM-26"," PLAN D'ENSEMBLE",NULL,NULL
4894,"PERIMETRE DU GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","2.B4.1","SALLE 1","STI","15.95.DAM-27"," PLAN D'ENSEMBLE",NULL,NULL
4895,"PERIMETRE DU GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"N3 N4","-----","ORMVAG","1//5000","2.B3.1","SALLE 1","STI","15.95.DAM-28"," PLAN D'ENSEMBLE",NULL,NULL
4896,"STATION DE POMPAGE SPC2","-----",NULL,"-----","-----","ORMVAG","1//200","-----","SALLE 1","STI","15.95.DAM-31","PLAN DE MASSE",NULL,NULL
4897,"STATION DE POMPAGE SPC2","-----",NULL,"C2","-----","L'ORMVAG - EMATER - SOCEA","1//500","M 292 B","SALLE 1","STI","15.95.DAM-32","PLAN D'IMPLANTATION",NULL,NULL
4898,"GHARB SECONDE TRANCHE D'IRRIGATION","IRRIGATION",NULL,"C1","38-24-N","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3.1","SALLE 1","STI","15.95.DAM-33","PLAN DE RESEAU",NULL,NULL
4899,"PERIMETRE DU GHARB","IRRIGATION",NULL,"C1","37-24-B","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_2","SALLE 1","STI","15.95.DAM-34","PLAN DE MASSE",NULL,NULL
4900,"GHARB-S.T.I-PERIMETRE DU GHARB-S.T.I","IRRIGATION",NULL,"C1","37-24-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_3","SALLE 1","STI","15.95.DAM-35","PLAN DE MASSE",NULL,NULL
4901,"GHARB SECONDE TRANCHE D'IRRIGATION","ASSAINISSEMENT_DRAINAGE",NULL,"C1 C2","37-24-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","15.95.DAM-36","PLAN DE RESEAU",NULL,NULL
4902,"PERIMETRE DU GHARB","IRRIGATION",NULL,"C1","37-24-O","-----","1//5000","3_5","SALLE 1","STI","15.95.DAM-37","PLAN DE MASSE",NULL,NULL
4903,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"C1 C2","38-24-J","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_1","SALLE 1","STI","15.95.DAM-38","PLAN DE RESEAU",NULL,NULL
4904,"GHARB","ASSAINISSEMENT_DRAINAGE",NULL,"C1 C2","38-24-O","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","3_4","SALLE 1","STI","15.95.DAM-39","PLAN DE RESEAU",NULL,NULL
4905,"GHARB SECONDE TRANCHE D'IRRIGATION","ASSAINISSEMENT_DRAINAGE",NULL,"C1 C2","37-24-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","15.95.DAM-40","PLAN DE RESEAU",NULL,NULL
4906,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"C3","-----","ORMVAG","1//5000","2.B10.1","SALLE 1","STI","15.95.DAM-42"," PLAN D'ENSEMBLE",NULL,NULL
4907,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"C3","-----","ORMVAG","1//5000","2.B8.1","SALLE 1","STI","15.95.DAM-43"," PLAN D'ENSEMBLE",NULL,NULL
4908,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N4","-----","ORMVAG","1//5000","B1.1","SALLE 1","STI","15.95.DAM-44"," PLAN D'ENSEMBLE",NULL,NULL
4909,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N4","-----","ORMVAG","1//5000","B2.1","SALLE 1","STI","15.95.DAM-45"," PLAN D'ENSEMBLE",NULL,NULL
4910,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","B3.1","SALLE 1","STI","15.95.DAM-46"," PLAN D'ENSEMBLE",NULL,NULL
4911,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","B4.1","SALLE 1","STI","15.95.DAM-47"," PLAN D'ENSEMBLE",NULL,NULL
4912,"STATION DE POMPAGE SPC2","ABORDS_ACCES",NULL,"-----","-----","ORMVAG","1//200","206","SALLE 1","STI","15.95.DAM-50","-----",NULL,NULL
4913,"PERIMETRE DU BEHT","OUVRAGE",NULL,"-----","-----","ORMVAG","1//500","C.B.31","SALLE 1","BEHT","15.95.DAM-53"," PLAN D'ENSEMBLE",NULL,NULL
4914,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N4","-----","ORMVAG","1//5000","B1.1","SALLE 1","STI","15.95.DAM-54"," PLAN D'ENSEMBLE",NULL,NULL
4915,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N4","-----","ORMVAG","1//5000","B2.1","SALLE 1","STI","15.95.DAM-55"," PLAN D'ENSEMBLE",NULL,NULL
4916,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","B3.1","SALLE 1","STI","15.95.DAM-56"," PLAN D'ENSEMBLE",NULL,NULL
4917,"PERIMETRE DU GHARB ","ASSAINISSEMENT_DRAINAGE",NULL,"N3","-----","ORMVAG","1//5000","B4.1","SALLE 1","STI","15.95.DAM-57"," PLAN D'ENSEMBLE",NULL,NULL
4918,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 11","SALLE 1","-----","15A-7","PLAN DE MASSE",NULL,NULL
4919,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 2","SALLE 1","-----","15A-8","PLAN DE MASSE",NULL,NULL
4920,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 4","SALLE 1","-----","15A-9","PLAN DE MASSE",NULL,NULL
4921,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 5","SALLE 1","-----","15A-10","PLAN DE MASSE",NULL,NULL
4922,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 1","SALLE 1","-----","16","PLAN DE MASSE",NULL,NULL
4923,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 8","SALLE 1","-----","17","PLAN DE MASSE",NULL,NULL
4924,"ILOT 1 ","-----",NULL,"-----","-----","-----","1//100","D 3","SALLE 1","-----","17A(1)","PLAN DE MASSE",NULL,NULL
4925,"ILOT 1 bis","-----",NULL,"-----","-----","-----","1//100","D 13","SALLE 1","-----","17A(2)","PLAN DE MASSE",NULL,NULL
4926,"ILOT 1 bis","-----",NULL,"-----","-----","-----","1//100","D 16","SALLE 1","-----","17A(3)","PLAN DE MASSE",NULL,NULL
4927,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 21","SALLE 1","-----","17A(4)","PLAN DE MASSE",NULL,NULL
4928,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 18","SALLE 1","-----","17A(5)","PLAN DE MASSE",NULL,NULL
4929,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 22","SALLE 1","-----","17A(6)","PLAN DE MASSE",NULL,NULL
4930,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 25","SALLE 1","-----","17A(7)","PLAN DE MASSE",NULL,NULL
4931,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 23","SALLE 1","-----","17A(8)","PLAN DE MASSE",NULL,NULL
4932,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 26","SALLE 1","-----","17A(9)","PLAN DE MASSE",NULL,NULL
4933,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 29","SALLE 1","-----","17A(10)","PLAN DE MASSE",NULL,NULL
4934,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 19","SALLE 1","-----","17A(11)","PLAN DE MASSE",NULL,NULL
4935,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D24","SALLE 1","-----","17A(12)","PLAN DE MASSE",NULL,NULL
4936,"ILOT 2","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 17","SALLE 1","-----","17A(13)","PLAN DE MASSE",NULL,NULL
4937,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 36","SALLE 1","-----","17A(14)","PLAN DE MASSE",NULL,NULL
4938,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 37","SALLE 1","-----","17A(15)","PLAN DE MASSE",NULL,NULL
4939,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 40","SALLE 1","-----","18","PLAN DE MASSE",NULL,NULL
4940,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 36 bis","SALLE 1","-----","19","PLAN DE MASSE",NULL,NULL
4941,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 41","SALLE 1","-----","21","PLAN DE MASSE",NULL,NULL
4942,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 38","SALLE 1","-----","22-","PLAN DE MASSE",NULL,NULL
4943,"ILOT 2 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 36 a","SALLE 1","-----","22","PLAN DE MASSE",NULL,NULL
4944,"ILOT 2 bis et 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 46","SALLE 1","-----","22A3 (8)","PLAN DE MASSE",NULL,NULL
4945,"ILOT 2.2 bis 3.3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 75_50","SALLE 1","-----","22A3 (9)","PLAN DE MASSE",NULL,NULL
4946,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D51_76","SALLE 1","-----","22A3 (10)","PLAN DE MASSE",NULL,NULL
4947,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D51_76","SALLE 1","-----","22A3 (11)","PLAN DE MASSE",NULL,NULL
4948,"ILOT 3_5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 80","SALLE 1","-----","23A (2)","PLAN DE MASSE",NULL,NULL
4949,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 67","SALLE 1","-----","23A (3)","PLAN DE MASSE",NULL,NULL
4950,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 60","SALLE 1","-----","23A (4)","PLAN DE MASSE",NULL,NULL
4951,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 63","SALLE 1","-----","23A (5)","PLAN DE MASSE",NULL,NULL
4952,"ILOT 3_5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100"," D 80 bis","SALLE 1","-----","23A (6)","PLAN DE MASSE",NULL,NULL
4953,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 51 bis","SALLE 1","-----","23A (7)","PLAN DE MASSE",NULL,NULL
4954,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 57","SALLE 1","-----","23A (8)","PLAN DE MASSE",NULL,NULL
4955,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 80 bis","SALLE 1","-----","23A (9)","PLAN DE MASSE",NULL,NULL
4956,"ILOT 3","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 31","SALLE 1","-----","23A (10)","PLAN DE MASSE",NULL,NULL
4957,"ILOT 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 56","SALLE 1","-----","23A (11)","PLAN DE MASSE",NULL,NULL
4958,"ILOT 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 55","SALLE 1","-----","23A (12)","PLAN DE MASSE",NULL,NULL
4959,"ILOT 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 48","SALLE 1","-----","23A (13)","PLAN DE MASSE",NULL,NULL
4960,"ILOT 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 53","SALLE 1","-----","23A (14)","PLAN DE MASSE",NULL,NULL
4961,"ILOT 3 bis","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 49","SALLE 1","-----","23A (15)","PLAN DE MASSE",NULL,NULL
4962,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 96","SALLE 1","-----","23A (16)","PLAN DE MASSE",NULL,NULL
4963,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 89","SALLE 1","-----","23A (17)","PLAN DE MASSE",NULL,NULL
4964,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 97","SALLE 1","-----","23A (18)","PLAN DE MASSE",NULL,NULL
4965,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 89 bis","SALLE 1","-----","23A (19)","PLAN DE MASSE",NULL,NULL
4966,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 99","SALLE 1","-----","23A (20)","PLAN DE MASSE",NULL,NULL
4967,"ILOT 4","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 102","SALLE 1","-----","23A (21)","PLAN DE MASSE",NULL,NULL
4968,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 110","SALLE 1","-----","23A (22)","PLAN DE MASSE",NULL,NULL
4969,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 109","SALLE 1","-----","23A (23)","PLAN DE MASSE",NULL,NULL
4970,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 74","SALLE 1","-----","23A (24)","PLAN DE MASSE",NULL,NULL
4971,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 107","SALLE 1","-----","23A (25)","PLAN DE MASSE",NULL,NULL
4972,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 95 bis","SALLE 1","-----","23A (26)","PLAN DE MASSE",NULL,NULL
4973,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 96 bis","SALLE 1","-----","23A (27)","PLAN DE MASSE",NULL,NULL
4974,"ILOT 5","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 197","SALLE 1","-----","23A (28)","PLAN DE MASSE",NULL,NULL
4975,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 122","SALLE 1","-----","23A (29)","PLAN DE MASSE",NULL,NULL
4976,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 120","SALLE 1","-----","23A (30)","PLAN DE MASSE",NULL,NULL
4977,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 130","SALLE 1","-----","23A (31)","PLAN DE MASSE",NULL,NULL
4978,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 118","SALLE 1","-----","23A (32)","PLAN DE MASSE",NULL,NULL
4979,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 119","SALLE 1","-----","23A (33)","PLAN DE MASSE",NULL,NULL
4980,"ILOT 6","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 121","SALLE 1","-----","23A (34)","PLAN DE MASSE",NULL,NULL
4981,"ILOT 7","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 131","SALLE 1","-----","23A (35)","PLAN DE MASSE",NULL,NULL
4982,"ILOT 7_9","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 133","SALLE 1","-----","23A (36)","PLAN DE MASSE",NULL,NULL
4983,"ILOT 7_9","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 132","SALLE 1","-----","24-1","PLAN DE MASSE",NULL,NULL
4984,"ILOT 7_9","ASSAINISSEMENT",NULL,"-----","-----","-----","1//100","D 124","SALLE 1","-----","24-2","PLAN DE MASSE",NULL,NULL
4985,"ILOT 10","IRRIGATION",NULL,"-----","-----","-----","1//100","D 146","SALLE 1","-----","24-3","PLAN COTE",NULL,NULL
4986,"ILOT 10","IRRIGATION",NULL,"-----","-----","-----","1//100","D 140","SALLE 1","-----","24-4","PLAN COTE",NULL,NULL
4987,"ILOT 11-15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 152-175","SALLE 1","-----","24-5","PLAN COTE",NULL,NULL
4988,"ILOT 13","IRRIGATION",NULL,"-----","-----","-----","1//100","D 162","SALLE 1","-----","24-6","PLAN COTE",NULL,NULL
4989,"ILOT 13","IRRIGATION",NULL,"-----","-----","-----","1//100","D 158","SALLE 1","-----","24-7","PLAN COTE",NULL,NULL
4990,"ILOT 13","IRRIGATION",NULL,"-----","-----","-----","1//100","D 157","SALLE 1","-----","24-8","PLAN COTE",NULL,NULL
4991,"ILOT 16","IRRIGATION",NULL,"-----","-----","-----","1//100","D 194","SALLE 1","-----","24-9","PLAN COTE",NULL,NULL
4992,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 172","SALLE 1","-----","24-10","PLAN COTE",NULL,NULL
4993,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 174","SALLE 1","-----","24","PLAN COTE",NULL,NULL
4994,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 173","SALLE 1","-----","24-","PLAN COTE",NULL,NULL
4995,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 181","SALLE 1","-----","25","PLAN COTE",NULL,NULL
4996,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 175 bis","SALLE 1","-----","25-26-33","PLAN COTE",NULL,NULL
4997,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 180","SALLE 1","-----","25A2 (1)","PLAN COTE",NULL,NULL
4998,"ILOT 15","IRRIGATION",NULL,"-----","-----","-----","1//100","D 176","SALLE 1","-----","25A2 (2)","PLAN COTE",NULL,NULL
4999,"ILOT 14","IRRIGATION",NULL,"-----","-----","-----","1//100","D 168","SALLE 1","-----","25A2 (3)","PLAN COTE",NULL,NULL
5000,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","25A2 (5)","PLAN DE SITAUTION",NULL,NULL
5001,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","25A2 (7)","PLAN DE SITAUTION",NULL,NULL
5002,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","25A2 (8)","PLAN DE SITAUTION",NULL,NULL
5003,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","25A2 (9)","PLAN DE SITAUTION",NULL,NULL
5004,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","26-23-D","PLAN DE SITAUTION",NULL,NULL
5005,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","26-23-M","PLAN DE SITAUTION",NULL,NULL
5006,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","26-34","PLAN DE SITAUTION",NULL,NULL
5007,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","27-24-I","PLAN DE SITAUTION",NULL,NULL
5008,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","27","PLAN DE SITAUTION",NULL,NULL
5009,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (1)","PLAN DE SITAUTION",NULL,NULL
5010,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (2)","PLAN DE SITAUTION",NULL,NULL
5011,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (3)","PLAN DE SITAUTION",NULL,NULL
5012,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (4)","PLAN DE SITAUTION",NULL,NULL
5013,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (5)","PLAN DE SITAUTION",NULL,NULL
5014,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (6)","PLAN DE SITAUTION",NULL,NULL
5015,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (7)","PLAN DE SITAUTION",NULL,NULL
5016,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (8)","PLAN DE SITAUTION",NULL,NULL
5017,"Prise du Canal","-----",NULL,"-----","-----","-----","1//100","-----","SALLE 1","-----","28A (9)","PLAN DE SITAUTION",NULL,NULL
