"id","name","type","year","secteur","mappe","producer","scale","sheet","salle","tranche","index","nature","created_by_id","last_update_by_id"
1297,"PERIMETRE DU GHARB","-----",NULL,"N9","-----","ORMVAG","1//5000","2B1.0.2","SALLE 1","STI","2109 (3)"," PLAN D'ENSEMBLE",NULL,NULL
1298,"PERIMETRE DU GHARB","-----",NULL,"N9","-----","-----","-----","2B3.0","SALLE 1","STI","2109 (6)","PLAN DE SITAUTION",NULL,NULL
1299,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//10000","61","SALLE 1","STI","2109 (7)"," PLAN D'ENSEMBLE",NULL,NULL
1300,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//10000","62","SALLE 1","STI","2109 (8)"," PLAN D'ENSEMBLE",NULL,NULL
1301,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//5000","63","SALLE 1","STI","2109 (9)","PLAN DU TRACE",NULL,NULL
1302,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//5000","64","SALLE 1","STI","2109","PLAN DU TRACE",NULL,NULL
1303,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//5000","65A","SALLE 1","STI","2110","PLAN DU TRACE",NULL,NULL
1304,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//5000","66","SALLE 1","STI","2115","PLAN DU TRACE",NULL,NULL
1305,"PERIMETRE DU GHARB","-----",1979,"-----","-----","-----","1//5000","67A","SALLE 1","STI","2130","PLAN DU TRACE",NULL,NULL
1306,"PERIMETRE DU GHARB","OUVRAGE",1980,"-----","-----","ORMVAG","1//500","84A","SALLE 1","STI","2140","PLAN D'EXECUTION",NULL,NULL
1307,"PERIMETRE DU GHARB","OUVRAGE",1979,"-----","-----","ORMVAG","1//500","85","SALLE 1","STI","2163","PLAN D'EXECUTION",NULL,NULL
1308,"PERIMETRE DU GHARB","COFFRAGE ",1979,"NORD HAUT SERVICE","-----","ORMVAG","1//500","90A","SALLE 1","STI","2171","PLAN D'EXECUTION",NULL,NULL
1309,"premier tranche d'irrigation ","-----",1975,"-----","-----","-----","1//5000","-----","SALLE 1","PTI","2181","PLAN DU TRACE",NULL,NULL
1310,"périmètre du Gharb s.T.I ","OUVRAGE",1978,"N3","-----","ORMVAG","-----","116","SALLE 1","STI","2183","PLAN D'EXECUTION",NULL,NULL
1311,"PERIMETRE DU BEHT","-----",NULL,"S8","-----","ORMVAG","1//2000","B2.2","SALLE 1","BEHT","2205 (9)","PLAN DE RESEAU",NULL,NULL
1312,"PERIMETRE DU BEHT","-----",NULL,"S8","-----","ORMVAG","1//2000","B2.3","SALLE 1","BEHT","2205 (10)","PLAN DE RESEAU",NULL,NULL
1313,"PERIMETRE DU BEHT","-----",NULL,"S8","-----","ORMVAG","1//2000","B2.4","SALLE 1","BEHT","2206-2207 (1)","PLAN DE RESEAU",NULL,NULL
1314,"PERIMETRE DU BEHT","-----",NULL,"S8","-----","ORMVAG","1//2000","B2.6","SALLE 1","BEHT","2206-2207 (2)","PLAN DE RESEAU",NULL,NULL
1315,"SECONDE TRANCHE D'IRRIGATION","-----",NULL,"-----","-----","-----","1//200000","-----","SALLE 1","STI","2206-2207 (34)","PLAN DE SITAUTION",NULL,NULL
1316,"STATION D'EXHAURE DES OULAD KHALIFA","-----",1971,"-----","-----","ORMVAG","1//20000","4980","SALLE 1","-----","2206-2207 (35)","PLAN DE SITAUTION",NULL,NULL
1317,"PERIMETRE DU GHARB S.T.I","-----",1976,"PR.1","-----","ORMVAG","1//5000","2_4","SALLE 1","STI","2206-2207 (36)","PLAN DU TRACE",NULL,NULL
1318,"-----","-----",NULL,"N5.1","-----","-----","-----","-----","SALLE 1","-----","2224 (4)","PLAN COTE",NULL,NULL
1319,"STATION DE S.M.P","AVANT PROJET",1993,"N5","-----","ORMVAG","-----","B_3_1","SALLE 1","STI","2350 (45)","PLAN DE SITAUTION",NULL,NULL
1320,"STATION DE S.M.P","AVANT PROJET",1993,"N5","-----","ORMVAG","-----","B_3_1","SALLE 1","STI","2350 (46)","PLAN DE SITAUTION",NULL,NULL
1321,"PERIMETRE DU GHARB","-----",1979,"N5","-----","ORMVAG","-----","2318_2","SALLE 1","STI","2350 (47)","PLAN DE LOCALISATION",NULL,NULL
1322,"SECONDE TRANCHE D'IRRIGATION","-----",1987,"N2","-----","SOCEA BALENCY","1//20000","540-100","SALLE 1","STI","2350 (48)","PLAN DE SITAUTION",NULL,NULL
1323,"PERIMETRE DU GHARB","IRRIGATION",NULL,"M'DA (N6-N7)4.1","-----","ORMVAG","1//5000","B.16","SALLE 1","STI","2350 (51)","PLAN DE RESEAU",NULL,NULL
1324,"GHARB S.T.I","ASSAINISSEMENT",NULL,"M'DA (N6-N7) 2.1","-----","ORMVAG","1//20000","-----","SALLE 1","STI","2350 (53)","PLAN DE RESEAU",NULL,NULL
1325,"S.T.I","ASSAINISSEMENT_DRAINAGE",NULL,"M'DA (N6-N7) 3","-----","S.E-C.E","1//5000","-----","SALLE 1","STI","2350 (54)","PLAN DE RESEAU",NULL,NULL
1326,"S.T.I","ASSAINISSEMENT_DRAINAGE",NULL,"M'DA (N6-N7) 3","-----","S.E-C.E","1//5000","-----","SALLE 1","STI","2350 (55)","PLAN DE RESEAU",NULL,NULL
1327,"S.T.I","ASSAINISSEMENT_DRAINAGE",NULL,"M'DA (N6-N7)4.2","-----","S.E-C.E","1//5000","-----","SALLE 1","STI","2350 (56)","PLAN DE RESEAU",NULL,NULL
1328,"S.T.I","ASSAINISSEMENT_DRAINAGE",NULL,"S8","-----","S.E-C.E","1//5000","-----","SALLE 1","STI","2350 (57)","PLAN DE RESEAU",NULL,NULL
1329,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (58)","PLAN DE RESEAU",NULL,NULL
1330,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (59)","PLAN DE RESEAU",NULL,NULL
1331,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S7-8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (60)","PLAN DE RESEAU",NULL,NULL
1332,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (61)","PLAN DE RESEAU",NULL,NULL
1333,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (62)","PLAN DE RESEAU",NULL,NULL
1334,"PERIMETRE DU BEHT","ASSAINISSEMENT_DRAINAGE",NULL,"S7-8","-----","ORMVAG","1//2000","-----","SALLE 1","BEHT","2350 (63)","PLAN DE RESEAU",NULL,NULL
1335,"PERIMETRE DU BEHT","-----",NULL,"S7","-----","-----","1//5000","B2.10","SALLE 1","BEHT","2350 (64)","PLAN DE RESEAU",NULL,NULL
1336,"IRRIGATION DE PERIMETRE DU GHARB","-----",1975,"-----","-----","C.N.A.R.B.L-ORMVAG","1//5000","-----","SALLE 1","PTI","2350 (71)","PLAN DE RESEAU",NULL,NULL
1337,"IRRIGATION DE PERIMETRE DU GHARB","-----",1975,"-----","-----","C.N.A.R.B.L-ORMVAG","1//5000","2.3","SALLE 1","PTI","2350 (72)","PLAN DE RESEAU",NULL,NULL
1338,"IRRIGATION DE PERIMETRE DU GHARB","-----",1975,"-----","-----","C.N.A.R.B.L-ORMVAG","1//5000","-----","SALLE 1","PTI","2350 (73)","PLAN DE RESEAU",NULL,NULL
1339,"PERIMETRE DU GHARB","-----",1971,"S17","-----","S.C.E.T COOP-INTERNATIONAL-SOMET","1//5000","21799","SALLE 1","PTI","2350 (74)"," PLAN D'ENSEMBLE",NULL,NULL
1340,"PERIMETRE DU GHARB","-----",1971,"S17","-----","S.C.E.T COOP-INTERNATIONAL-SOMET","1//5000","21799","SALLE 1","PTI","2350 (78)"," PLAN D'ENSEMBLE",NULL,NULL
1341,"CARTE DE DELIMITATION DES ZONES D'EGALE VALUR","-----",NULL,"-----","-----","-----","1//5000","-----","SALLE 1","PTI","2350 (79)"," PLAN PARCELLAIRE",NULL,NULL
1342,"SECTEUR DE M'SAADA SOUK ELHAD","-----",NULL,"-----","-----","-----","1//5000","-----","SALLE 1","-----","2350 (80)","-----",NULL,NULL
1343,"CARTE DE DELIMITATION DES ZONES D'EGALE VALUR","-----",NULL,"-----","-----","-----","1//5000","-----","SALLE 1","-----","2350 (81)"," PLAN PARCELLAIRE",NULL,NULL
1344,"SECTEUR DE M'SAADA SOUK ELHAD","-----",NULL,"-----","-----","-----","1//5000","22493","SALLE 1","-----","2350 (82)"," PLAN PARCELLAIRE",NULL,NULL
1345,"STATION DE POMPAGE ","-----",1975,"P8","-----","ORMVAG","1//500","-----","SALLE 1","PTI","2350 (83)","PLAN DE MASSE",NULL,NULL
1346,"AMENAGEMENT HYDRO-AGRICOLE DE LA PAINE DU GHARB","-----",1975,"-----","-----","ORMVAG","1//500","-----","SALLE 1","PTI","2350 (84)","PLAN DE MASSE",NULL,NULL
1347,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2400","PLAN COTE",NULL,NULL
1348,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-10","PLAN COTE",NULL,NULL
1349,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-11","PLAN COTE",NULL,NULL
1350,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-12","PLAN COTE",NULL,NULL
1351,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-13","PLAN COTE",NULL,NULL
1352,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-14","PLAN COTE",NULL,NULL
1353,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-15","PLAN COTE",NULL,NULL
1354,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-16","PLAN COTE",NULL,NULL
1355,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-17","PLAN COTE",NULL,NULL
1356,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-18","PLAN COTE",NULL,NULL
1357,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-19","PLAN COTE",NULL,NULL
1358,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-20","PLAN COTE",NULL,NULL
1359,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-21","PLAN COTE",NULL,NULL
1360,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-22","PLAN COTE",NULL,NULL
1361,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-23","PLAN COTE",NULL,NULL
1362,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-24","PLAN COTE",NULL,NULL
1363,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-25","PLAN COTE",NULL,NULL
1364,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-26","PLAN COTE",NULL,NULL
1365,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-27","PLAN COTE",NULL,NULL
1366,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-28","PLAN COTE",NULL,NULL
1367,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-29","PLAN COTE",NULL,NULL
1368,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-30","PLAN COTE",NULL,NULL
1369,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-31","PLAN COTE",NULL,NULL
1370,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-32","PLAN COTE",NULL,NULL
1371,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-33","PLAN COTE",NULL,NULL
1372,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-34","PLAN COTE",NULL,NULL
1373,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-35","PLAN COTE",NULL,NULL
1374,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-36","PLAN COTE",NULL,NULL
1375,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-37","PLAN COTE",NULL,NULL
1376,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-38","PLAN COTE",NULL,NULL
1377,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-39","PLAN COTE",NULL,NULL
1378,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-40","PLAN COTE",NULL,NULL
1379,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-41","PLAN COTE",NULL,NULL
1380,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-42","PLAN COTE",NULL,NULL
1381,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-43","PLAN COTE",NULL,NULL
1382,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-44","PLAN COTE",NULL,NULL
1383,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-45","PLAN COTE",NULL,NULL
1384,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-46","PLAN COTE",NULL,NULL
1385,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-47","PLAN COTE",NULL,NULL
1386,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-48","PLAN COTE",NULL,NULL
1387,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-49","PLAN COTE",NULL,NULL
1388,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-50","PLAN COTE",NULL,NULL
1389,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-51","PLAN COTE",NULL,NULL
1390,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-52","PLAN COTE",NULL,NULL
1391,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-53","PLAN COTE",NULL,NULL
1392,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-54","PLAN COTE",NULL,NULL
1393,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-55","PLAN COTE",NULL,NULL
1394,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-56","PLAN COTE",NULL,NULL
1395,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-57","PLAN COTE",NULL,NULL
1396,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-58","PLAN COTE",NULL,NULL
1397,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-59","PLAN COTE",NULL,NULL
1398,"-----","-----",NULL,"S2 S3","-----","-----","-----","-----","SALLE 1","-----","2440-60","PLAN COTE",NULL,NULL
1399,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2448","PLAN D'EXECUTION",NULL,NULL
1400,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-1","PLAN D'EXECUTION",NULL,NULL
1401,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-2","PLAN D'EXECUTION",NULL,NULL
1402,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-3","PLAN D'EXECUTION",NULL,NULL
1403,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-4","PLAN D'EXECUTION",NULL,NULL
1404,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-5","PLAN D'EXECUTION",NULL,NULL
1405,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-6","PLAN D'EXECUTION",NULL,NULL
1406,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2449-7","PLAN D'EXECUTION",NULL,NULL
1407,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.08","SALLE 1","TTI","2449-8","PLAN DU TRACE",NULL,NULL
1408,"CANAL G","-----",NULL,"E1-E3-E4-E5","E-2-G1-O1","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2451","PLAN DE SITAUTION",NULL,NULL
1409,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.02","SALLE 1","TTI","2521","PLAN DU TRACE",NULL,NULL
1410,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.04","SALLE 1","TTI","2522","PLAN DU TRACE",NULL,NULL
1411,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.05","SALLE 1","TTI","2523","PLAN DU TRACE",NULL,NULL
1412,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.03","SALLE 1","TTI","2524","PLAN DU TRACE",NULL,NULL
1413,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.01","SALLE 1","TTI","2525","PLAN DU TRACE",NULL,NULL
1414,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.06","SALLE 1","TTI","2526","PLAN DU TRACE",NULL,NULL
1415,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//5000","E.2.G.3.07","SALLE 1","TTI","2527","PLAN DU TRACE",NULL,NULL
1416,"CANAL G","-----",NULL,"E1-E3-E4-E5","-----","COBA ET C.I.D","1//500","-----","SALLE 1","TTI","2528","PLAN D'EXECUTION",NULL,NULL
1417,"ETUDE D'EXECUTION","-----",1999,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//5000","E1.1.SP.1.02","SALLE 1","TTI","2537-21","PLAN DE LOCALISATION",NULL,NULL
1418,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//5000","E4.2.SP.I.02","SALLE 1","TTI","2537-23","PLAN DE LOCALISATION",NULL,NULL
1419,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","2537-24"," PLAN D'ENSEMBLE",NULL,NULL
1420,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","2537-25"," PLAN D'ENSEMBLE",NULL,NULL
1421,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//20000","E4.2.A.I.02","SALLE 1","TTI","2537-26"," PLAN D'ENSEMBLE",NULL,NULL
1422,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//10000","E4.2.A.I.04","SALLE 1","TTI","2537-27","PLAN DES ECARTEMENTS",NULL,NULL
1423,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E1-E3-E4-E6","-----","COBA ET C.I.D","1//20000","E4.2.I.I.2","SALLE 1","TTI","2537bis","PLANS DES RESEAUX ETPLAN D'ENSEMBLE",NULL,NULL
1424,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1996,"E4","-----","COBA ET C.I.D","1//20000","EI.2.A.I.02","SALLE 1","TTI","2537 (1)"," PLAN D'ENSEMBLE",NULL,NULL
1425,"REALISATION DES RESEAUX D'IRRIGATION","-----",NULL,"E4","-----","SOCIETE NOUVELLE TRAVAUX MAROC","1//20000","E4.1.1.2","SALLE 1","TTI","2537 (2)","PLANS DES RESEAUX ETPLAN D'ENSEMBLE",NULL,NULL
1426,"REALISATION DES RESEAUX D'IRRIGATION","-----",NULL,"E1","-----","SOCIETE NOUVELLE TRAVAUX MAROC","1//20000","E4.2.I.I.4","SALLE 1","TTI","2537 (3)","PLAN DE RECOLLEMENT",NULL,NULL
1427,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1997,"E3","-----","COBA ET C.I.D","1//20000","EI.2.A.I.02","SALLE 1","TTI","2537 (4)"," PLAN D'ENSEMBLE",NULL,NULL
1428,"TROISIEME TRANCHE D'IRRIGATION","-----",NULL,"E5","36-26-M","S.O.M.A.T RABAT","1//5000","EI.4.I.I.3.I","SALLE 1","TTI","2537 (6)","PLAN TOPOGRAPHIQUE",NULL,NULL
1429,"TROISIEME TRANCHE D'IRRIGATION","-----",NULL,"E3","36-26-I","S.O.M.A.T RABAT","1//5000","EI.4.I.I.2","SALLE 1","TTI","2537 (7)"," PLAN PARCELLAIRE",NULL,NULL
1430,"TROISIEME TRANCHE D'IRRIGATION","-----",NULL,"E3 E5","36-26-O","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","2537 (11)","PLAN TOPOGRAPHIQUE",NULL,NULL
1431,"TROISIEME TRANCHE D'IRRIGATION","-----",NULL,"E3","36-26-N","S.O.M.A.T RABAT","1//5000","-----","SALLE 1","TTI","2537 (12)","PLAN TOPOGRAPHIQUE",NULL,NULL
1432,"PERIMETRE DU BEHT","AVANT PROJET",1977,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","2537 (22)","PLAN DE SITAUTION",NULL,NULL
1433,"PERIMETRE DU BEHT","AVANT PROJET",1977,"-----","-----","ORMVAG","1//50000","2.1","SALLE 1","BEHT","2538","PLAN DE SITAUTION",NULL,NULL
1434,"PERIMETRE DU GHARB","OUVRAGE DE SECURITE",1979,"N7","-----","ORMVAG","1//500","140","SALLE 1","STI","2545-1","PLAN DE RECOLLEMENT",NULL,NULL
1435,"PERIMETRE DU GHARB","-----",1978,"-----","-----","ORMVAG","-----","140","SALLE 1","STI","2545-2","PLAN DE RECOLLEMENT",NULL,NULL
1436,"REALISATION DES RESEAUX D'IRRIGATION","-----",NULL,"E4","-----","STE NOUVELLE TRAVAUX","1//20000","PS","SALLE 1","TTI","2545-3","PLAN DE RECOLLEMENT",NULL,NULL
1437,"PERIMETRE DU GHARB S.T.I","-----",1977,"S.P.N","-----","ORMVAG","1//500","2_3","SALLE 1","STI","2545-4","PLAN D'IMPLANTATION",NULL,NULL
1438,"STATION DE POMPAGE SPC 3","-----",1977,"SPC 3","-----","ORMVAG","1//500","2_14","SALLE 1","STI","2545-5","PLAN D'IMPLANTATION",NULL,NULL
1439,"PERIMETRE DU GHARB S.T.I","-----",1976,"PR.1","-----","ORMVAG","1//5000","2_4","SALLE 1","STI","2545-6","PLAN DU TRACE",NULL,NULL
1440,"PERIMETRE DU GHARB S.T.I","AVANT PROJET",1976,"-----","-----","ORMVAG","-----","2_2","SALLE 1","STI","2546","PLAN DE SITAUTION",NULL,NULL
1441,"PERIMETRE DU GHARB","-----",NULL,"-----","-----","ORMVAG","-----","N°2","SALLE 1","STI","2547-","PLAN DE LOCALISATION",NULL,NULL
1442,"PERIMETRE DU GHARB S.T.I","-----",1976,"PR.2","-----","ORMVAG","1//5000","2_5","SALLE 1","STI","2548","PLAN DU TRACE",NULL,NULL
1443,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",NULL,"SECTEUR 5.1-5.2","-----","COBA ET C.I.D","1//10000","EI.2.A.I.02","SALLE 1","TTI","2549-1"," PLAN D'ENSEMBLE",NULL,NULL
1444,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1996,"E1","-----","COBA ET C.I.D","1//5000","EI.4.I.I.3.I","SALLE 1","TTI","2566","PLAN DE RESEAU",NULL,NULL
1445,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"E1","-----","COBA ET C.I.D","1//5000","EI.2.A.I.02","SALLE 1","TTI","2567","PLAN DE RESEAU",NULL,NULL
1446,"ETUDE D'EXECUTION","ASSAINISSEMENT_DRAINAGE",1999,"N3 N4","-----","COBA ET C.I.D","1//10000","EI.4.I.I.3.I","SALLE 1","TTI","2568"," PLAN D'ENSEMBLE",NULL,NULL
1447,"S.T.I TRANCHE 2","ASSAINISSEMENT",NULL,"N1-N2","-----","ORMVAG","1//20000","C.5","SALLE 1","STI","2569"," PLAN D'ENSEMBLE",NULL,NULL
1448,"S.T.I TRANCHE 2","IRRIGATION",NULL,"N1-N2","-----","ORMVAG","1//20000","C.2","SALLE 1","STI","2570"," PLAN D'ENSEMBLE",NULL,NULL
1449,"S.T.I TRANCHE 2","-----",NULL,"N3 N4","-----","ORMVAG","1//20000","3.21","SALLE 1","STI","2571-1"," PLAN D'ENSEMBLE",NULL,NULL
1450,"PERIMETRE DU GHARB","SHEMA D'ENSEMBLE",NULL,"N1-N2","-----","ORMVAG","1//20000","3.20","SALLE 1","STI","2571-2"," PLAN D'ENSEMBLE",NULL,NULL
1451,"STI TRANCHE 2","-----",NULL,"-----","38-25-I","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2571-3","PLAN DE BORNAGE",NULL,NULL
1452,"SECONDE TRANCHE D'IRRIGATION","-----",NULL,"-----","38-25-F","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2572-1","PLAN DE BORNAGE",NULL,NULL
1453,"SECONDE TRANCHE D'IRRIGATION","-----",NULL,"-----","38-25-K","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2572-2","PLAN DE BORNAGE",NULL,NULL
1454,"SECONDE TRANCHE D'IRRIGATION","-----",NULL,"-----","38-25-E","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2572-3","PLAN DE BORNAGE",NULL,NULL
1455,"STI TRANCHE 2","-----",NULL,"-----","38-25-J","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2573-2","PLAN DE BORNAGE",NULL,NULL
1456,"SECONDE TRANCHE D'IRRIGATION","-----",NULL,"-----","38-25-G","S.M.A.F.T_GALLOT_OBER_PARAGOT","1//5000","-----","SALLE 1","STI","2575","PLAN DE BORNAGE",NULL,NULL
