"id","name","path","type","extension_type","created_by_id","last_update_by_id","project_id"
8383,"22979.tif.points","project/files/SALLE 1/22979.tif.points",".tif.points",".tif.points",NULL,NULL,4036
8384,"22979_georef.tif","project/files/SALLE 1/22979_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4036
8385,"22993.tif.points","project/files/SALLE 1/22993.tif.points",".tif.points",".tif.points",NULL,NULL,4037
8386,"22993_georef.tif","project/files/SALLE 1/22993_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4037
8387,"23001.tif.points","project/files/SALLE 1/23001.tif.points",".tif.points",".tif.points",NULL,NULL,4038
8388,"23001_georef.tif","project/files/SALLE 1/23001_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4038
8389,"23002.tif.points","project/files/SALLE 1/23002.tif.points",".tif.points",".tif.points",NULL,NULL,4039
8390,"23002_georef.tif","project/files/SALLE 1/23002_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4039
8391,"23003.tif.points","project/files/SALLE 1/23003.tif.points",".tif.points",".tif.points",NULL,NULL,4040
8392,"23003_georef.tif","project/files/SALLE 1/23003_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4040
8393,"23004.tif.points","project/files/SALLE 1/23004.tif.points",".tif.points",".tif.points",NULL,NULL,4041
8394,"23004_georef.tif","project/files/SALLE 1/23004_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4041
8395,"23005.tif.points","project/files/SALLE 1/23005.tif.points",".tif.points",".tif.points",NULL,NULL,4042
8396,"23005_georef.tif","project/files/SALLE 1/23005_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4042
8397,"23006.tif.points","project/files/SALLE 1/23006.tif.points",".tif.points",".tif.points",NULL,NULL,4043
8398,"23006_georef.tif","project/files/SALLE 1/23006_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4043
8399,"23007.tif.points","project/files/SALLE 1/23007.tif.points",".tif.points",".tif.points",NULL,NULL,4044
8400,"23007_georef.tif","project/files/SALLE 1/23007_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4044
8401,"23008.tif.points","project/files/SALLE 1/23008.tif.points",".tif.points",".tif.points",NULL,NULL,4045
8402,"23008_georef.tif","project/files/SALLE 1/23008_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4045
8403,"23009.tif.points","project/files/SALLE 1/23009.tif.points",".tif.points",".tif.points",NULL,NULL,4046
8404,"23009_georef.tif","project/files/SALLE 1/23009_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4046
8405,"23010.tif.points","project/files/SALLE 1/23010.tif.points",".tif.points",".tif.points",NULL,NULL,4047
8406,"23010_georef.tif","project/files/SALLE 1/23010_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4047
8407,"23011.tif.points","project/files/SALLE 1/23011.tif.points",".tif.points",".tif.points",NULL,NULL,4048
8408,"23011_georef.tif","project/files/SALLE 1/23011_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4048
8409,"23014.tif.points","project/files/SALLE 1/23014.tif.points",".tif.points",".tif.points",NULL,NULL,4049
8410,"23014_georef.tif","project/files/SALLE 1/23014_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4049
8411,"23016.tif.points","project/files/SALLE 1/23016.tif.points",".tif.points",".tif.points",NULL,NULL,4050
8412,"23016_georef.tif","project/files/SALLE 1/23016_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4050
8413,"23017.tif.points","project/files/SALLE 1/23017.tif.points",".tif.points",".tif.points",NULL,NULL,4051
8414,"23017_georef.tif","project/files/SALLE 1/23017_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4051
8415,"23019.tif.points","project/files/SALLE 1/23019.tif.points",".tif.points",".tif.points",NULL,NULL,4052
8416,"23019_georef.tif","project/files/SALLE 1/23019_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4052
8417,"23021.tif.points","project/files/SALLE 1/23021.tif.points",".tif.points",".tif.points",NULL,NULL,4053
8418,"23021_georef.tif","project/files/SALLE 1/23021_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4053
8419,"23022.tif.points","project/files/SALLE 1/23022.tif.points",".tif.points",".tif.points",NULL,NULL,4054
8420,"23022_georef.tif","project/files/SALLE 1/23022_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4054
8421,"23024.tif.points","project/files/SALLE 1/23024.tif.points",".tif.points",".tif.points",NULL,NULL,4055
8422,"23024_georef.tif","project/files/SALLE 1/23024_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4055
8423,"23045 (2).tif.points","project/files/SALLE 1/23045 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4056
8424,"23045 (2)_georef.tif","project/files/SALLE 1/23045 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4056
8425,"23045 (3).tif.points","project/files/SALLE 1/23045 (3).tif.points",".tif.points",".tif.points",NULL,NULL,4057
8426,"23045 (3)_georef.tif","project/files/SALLE 1/23045 (3)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4057
8427,"23045.tif.points","project/files/SALLE 1/23045.tif.points",".tif.points",".tif.points",NULL,NULL,4058
8428,"23045_georef.tif","project/files/SALLE 1/23045_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4058
8429,"23046.tif.points","project/files/SALLE 1/23046.tif.points",".tif.points",".tif.points",NULL,NULL,4059
8430,"23046_georef.tif","project/files/SALLE 1/23046_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4059
8431,"23047.tif.points","project/files/SALLE 1/23047.tif.points",".tif.points",".tif.points",NULL,NULL,4060
8432,"23047_georef.tif","project/files/SALLE 1/23047_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4060
8433,"23057.tif.points","project/files/SALLE 1/23057.tif.points",".tif.points",".tif.points",NULL,NULL,4061
8434,"23057_georef.tif","project/files/SALLE 1/23057_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4061
8435,"23064.tif.points","project/files/SALLE 1/23064.tif.points",".tif.points",".tif.points",NULL,NULL,4062
8436,"23064_georef.tif","project/files/SALLE 1/23064_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4062
8437,"23066.tif.points","project/files/SALLE 1/23066.tif.points",".tif.points",".tif.points",NULL,NULL,4063
8438,"23066_georef.tif","project/files/SALLE 1/23066_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4063
8439,"23067.tif.points","project/files/SALLE 1/23067.tif.points",".tif.points",".tif.points",NULL,NULL,4064
8440,"23067_georef.tif","project/files/SALLE 1/23067_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4064
8441,"23070.tif.points","project/files/SALLE 1/23070.tif.points",".tif.points",".tif.points",NULL,NULL,4065
8442,"23070_georef.tif","project/files/SALLE 1/23070_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4065
8443,"23071.tif.points","project/files/SALLE 1/23071.tif.points",".tif.points",".tif.points",NULL,NULL,4066
8444,"23071_georef.tif","project/files/SALLE 1/23071_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4066
8445,"23071-.tif.points","project/files/SALLE 1/23071-.tif.points",".tif.points",".tif.points",NULL,NULL,4067
8446,"23071-_georef.tif","project/files/SALLE 1/23071-_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4067
8447,"23072.tif.points","project/files/SALLE 1/23072.tif.points",".tif.points",".tif.points",NULL,NULL,4068
8448,"23072_georef.tif","project/files/SALLE 1/23072_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4068
8449,"23073.tif.points","project/files/SALLE 1/23073.tif.points",".tif.points",".tif.points",NULL,NULL,4069
8450,"23073_georef.tif","project/files/SALLE 1/23073_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4069
8451,"23074.tif.points","project/files/SALLE 1/23074.tif.points",".tif.points",".tif.points",NULL,NULL,4070
8452,"23074_georef.tif","project/files/SALLE 1/23074_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4070
8453,"23076.tif.points","project/files/SALLE 1/23076.tif.points",".tif.points",".tif.points",NULL,NULL,4071
8454,"23076_georef.tif","project/files/SALLE 1/23076_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4071
8455,"23078.tif.points","project/files/SALLE 1/23078.tif.points",".tif.points",".tif.points",NULL,NULL,4072
8456,"23078_georef.tif","project/files/SALLE 1/23078_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4072
8457,"23079.tif.points","project/files/SALLE 1/23079.tif.points",".tif.points",".tif.points",NULL,NULL,4073
8458,"23079_georef.tif","project/files/SALLE 1/23079_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4073
8459,"23080.tif.points","project/files/SALLE 1/23080.tif.points",".tif.points",".tif.points",NULL,NULL,4074
8460,"23080_georef.tif","project/files/SALLE 1/23080_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4074
8461,"23084.tif.points","project/files/SALLE 1/23084.tif.points",".tif.points",".tif.points",NULL,NULL,4075
8462,"23084_georef.tif","project/files/SALLE 1/23084_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4075
8463,"23087.tif.points","project/files/SALLE 1/23087.tif.points",".tif.points",".tif.points",NULL,NULL,4076
8464,"23087_georef.tif","project/files/SALLE 1/23087_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4076
8465,"23088.tif.points","project/files/SALLE 1/23088.tif.points",".tif.points",".tif.points",NULL,NULL,4077
8466,"23088_georef.tif","project/files/SALLE 1/23088_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4077
8467,"23091.tif.points","project/files/SALLE 1/23091.tif.points",".tif.points",".tif.points",NULL,NULL,4078
8468,"23091_georef.tif","project/files/SALLE 1/23091_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4078
8469,"23092.tif.points","project/files/SALLE 1/23092.tif.points",".tif.points",".tif.points",NULL,NULL,4079
8470,"23092_georef.tif","project/files/SALLE 1/23092_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4079
8471,"23093.tif.points","project/files/SALLE 1/23093.tif.points",".tif.points",".tif.points",NULL,NULL,4080
8472,"23093_georef.tif","project/files/SALLE 1/23093_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4080
8473,"23096.tif.points","project/files/SALLE 1/23096.tif.points",".tif.points",".tif.points",NULL,NULL,4081
8474,"23096_georef.tif","project/files/SALLE 1/23096_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4081
8475,"23097-.tif.points","project/files/SALLE 1/23097-.tif.points",".tif.points",".tif.points",NULL,NULL,4082
8476,"23097-_georef.tif","project/files/SALLE 1/23097-_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4082
8477,"23101 (1).tif.points","project/files/SALLE 1/23101 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4083
8478,"23101 (1)_georef.tif","project/files/SALLE 1/23101 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4083
8479,"23101 (2).tif.points","project/files/SALLE 1/23101 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4084
8480,"23101 (2)_georef.tif","project/files/SALLE 1/23101 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4084
8481,"23102 (1).tif.points","project/files/SALLE 1/23102 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4085
8482,"23102 (1)_georef.tif","project/files/SALLE 1/23102 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4085
8483,"23105.tif.points","project/files/SALLE 1/23105.tif.points",".tif.points",".tif.points",NULL,NULL,4086
8484,"23105_georef.tif","project/files/SALLE 1/23105_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4086
8485,"23106 (2).tif.points","project/files/SALLE 1/23106 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4087
8486,"23106 (2)_georef.tif","project/files/SALLE 1/23106 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4087
8487,"23106.tif.points","project/files/SALLE 1/23106.tif.points",".tif.points",".tif.points",NULL,NULL,4088
8488,"23106_georef.tif","project/files/SALLE 1/23106_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4088
8489,"23107 (2).tif.points","project/files/SALLE 1/23107 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4089
8490,"23107 (2)_georef.tif","project/files/SALLE 1/23107 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4089
8491,"23110.tif.points","project/files/SALLE 1/23110.tif.points",".tif.points",".tif.points",NULL,NULL,4090
8492,"23110_georef.tif","project/files/SALLE 1/23110_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4090
8493,"23111.tif.points","project/files/SALLE 1/23111.tif.points",".tif.points",".tif.points",NULL,NULL,4091
8494,"23111_georef.tif","project/files/SALLE 1/23111_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4091
8495,"23112.tif.points","project/files/SALLE 1/23112.tif.points",".tif.points",".tif.points",NULL,NULL,4092
8496,"23112_georef.tif","project/files/SALLE 1/23112_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4092
8497,"23113.tif.points","project/files/SALLE 1/23113.tif.points",".tif.points",".tif.points",NULL,NULL,4093
8498,"23113_georef.tif","project/files/SALLE 1/23113_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4093
8499,"23114.tif.points","project/files/SALLE 1/23114.tif.points",".tif.points",".tif.points",NULL,NULL,4094
8500,"23114_georef.tif","project/files/SALLE 1/23114_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4094
8501,"23115.tif.points","project/files/SALLE 1/23115.tif.points",".tif.points",".tif.points",NULL,NULL,4095
8502,"23115_georef.tif","project/files/SALLE 1/23115_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4095
8503,"23116.tif.points","project/files/SALLE 1/23116.tif.points",".tif.points",".tif.points",NULL,NULL,4096
8504,"23116_georef.tif","project/files/SALLE 1/23116_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4096
8505,"23117.tif.points","project/files/SALLE 1/23117.tif.points",".tif.points",".tif.points",NULL,NULL,4097
8506,"23117_georef.tif","project/files/SALLE 1/23117_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4097
8507,"23118.tif.points","project/files/SALLE 1/23118.tif.points",".tif.points",".tif.points",NULL,NULL,4098
8508,"23118_georef.tif","project/files/SALLE 1/23118_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4098
8509,"23119.tif.points","project/files/SALLE 1/23119.tif.points",".tif.points",".tif.points",NULL,NULL,4099
8510,"23119_georef.tif","project/files/SALLE 1/23119_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4099
8511,"23122.tif.points","project/files/SALLE 1/23122.tif.points",".tif.points",".tif.points",NULL,NULL,4100
8512,"23122_georef.tif","project/files/SALLE 1/23122_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4100
8513,"23124.tif.points","project/files/SALLE 1/23124.tif.points",".tif.points",".tif.points",NULL,NULL,4101
8514,"23124_georef.tif","project/files/SALLE 1/23124_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4101
8515,"23128.tif.points","project/files/SALLE 1/23128.tif.points",".tif.points",".tif.points",NULL,NULL,4102
8516,"23128_georef.tif","project/files/SALLE 1/23128_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4102
8517,"23129.tif.points","project/files/SALLE 1/23129.tif.points",".tif.points",".tif.points",NULL,NULL,4103
8518,"23129_georef.tif","project/files/SALLE 1/23129_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4103
8519,"23131 (1).tif.points","project/files/SALLE 1/23131 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4104
8520,"23131 (1)_georef.tif","project/files/SALLE 1/23131 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4104
8521,"23131 (2).tif.points","project/files/SALLE 1/23131 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4105
8522,"23131 (2)_georef.tif","project/files/SALLE 1/23131 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4105
8523,"23131 (3).tif.points","project/files/SALLE 1/23131 (3).tif.points",".tif.points",".tif.points",NULL,NULL,4106
8524,"23131 (3)_georef.tif","project/files/SALLE 1/23131 (3)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4106
8525,"23132 (1).tif.points","project/files/SALLE 1/23132 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4107
8526,"23132 (1)_georef.tif","project/files/SALLE 1/23132 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4107
8527,"23135 (2).tif.points","project/files/SALLE 1/23135 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4108
8528,"23135 (2)_georef.tif","project/files/SALLE 1/23135 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4108
8529,"23136 (2).tif.points","project/files/SALLE 1/23136 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4109
8530,"23136 (2)_georef.tif","project/files/SALLE 1/23136 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4109
8531,"23137 (1).tif.points","project/files/SALLE 1/23137 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4110
8532,"23137 (1)_georef.tif","project/files/SALLE 1/23137 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4110
8533,"23137 (2).tif.points","project/files/SALLE 1/23137 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4111
8534,"23137 (2)_georef.tif","project/files/SALLE 1/23137 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4111
8535,"23138 (1).tif.points","project/files/SALLE 1/23138 (1).tif.points",".tif.points",".tif.points",NULL,NULL,4112
8536,"23138 (1)_georef.tif","project/files/SALLE 1/23138 (1)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4112
8537,"23139 (2).tif.points","project/files/SALLE 1/23139 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4113
8538,"23139 (2)_georef.tif","project/files/SALLE 1/23139 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4113
8539,"23141 (2).tif.points","project/files/SALLE 1/23141 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4114
8540,"23141 (2)_georef.tif","project/files/SALLE 1/23141 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4114
8541,"23142 (2).tif.points","project/files/SALLE 1/23142 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4115
8542,"23142 (2)_georef.tif","project/files/SALLE 1/23142 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4115
8543,"23143 (2).tif.points","project/files/SALLE 1/23143 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4116
8544,"23143 (2)_georef.tif","project/files/SALLE 1/23143 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4116
8545,"23145 (2).tif.points","project/files/SALLE 1/23145 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4117
8546,"23145 (2)_georef.tif","project/files/SALLE 1/23145 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4117
8547,"23152.1.tif.points","project/files/SALLE 1/23152.1.tif.points",".tif.points",".tif.points",NULL,NULL,4118
8548,"23152.1_georef.tif","project/files/SALLE 1/23152.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4118
8549,"23152.2.tif.points","project/files/SALLE 1/23152.2.tif.points",".tif.points",".tif.points",NULL,NULL,4119
8550,"23152.2_georef.tif","project/files/SALLE 1/23152.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4119
8551,"23153.1.tif.points","project/files/SALLE 1/23153.1.tif.points",".tif.points",".tif.points",NULL,NULL,4120
8552,"23153.1_georef.tif","project/files/SALLE 1/23153.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4120
8553,"23153.2.tif.points","project/files/SALLE 1/23153.2.tif.points",".tif.points",".tif.points",NULL,NULL,4121
8554,"23153.2_georef.tif","project/files/SALLE 1/23153.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4121
8555,"23154 (2).tif.points","project/files/SALLE 1/23154 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4122
8556,"23154 (2)_georef.tif","project/files/SALLE 1/23154 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4122
8557,"23154 (3).tif.points","project/files/SALLE 1/23154 (3).tif.points",".tif.points",".tif.points",NULL,NULL,4123
8558,"23154 (3)_georef.tif","project/files/SALLE 1/23154 (3)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4123
8559,"23154.tif.points","project/files/SALLE 1/23154.tif.points",".tif.points",".tif.points",NULL,NULL,4124
8560,"23154_georef.tif","project/files/SALLE 1/23154_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4124
8561,"23155.1.tif.points","project/files/SALLE 1/23155.1.tif.points",".tif.points",".tif.points",NULL,NULL,4125
8562,"23155.1_georef.tif","project/files/SALLE 1/23155.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4125
8563,"23155.2.tif.points","project/files/SALLE 1/23155.2.tif.points",".tif.points",".tif.points",NULL,NULL,4126
8564,"23155.2_georef.tif","project/files/SALLE 1/23155.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4126
8565,"23157.1.tif.points","project/files/SALLE 1/23157.1.tif.points",".tif.points",".tif.points",NULL,NULL,4127
8566,"23157.1_georef.tif","project/files/SALLE 1/23157.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4127
8567,"23157.2.tif.points","project/files/SALLE 1/23157.2.tif.points",".tif.points",".tif.points",NULL,NULL,4128
8568,"23157.2_georef.tif","project/files/SALLE 1/23157.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4128
8569,"23158.1.tif.points","project/files/SALLE 1/23158.1.tif.points",".tif.points",".tif.points",NULL,NULL,4129
8570,"23158.1_georef.tif","project/files/SALLE 1/23158.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4129
8571,"23158.2.tif.points","project/files/SALLE 1/23158.2.tif.points",".tif.points",".tif.points",NULL,NULL,4130
8572,"23158.2_georef.tif","project/files/SALLE 1/23158.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4130
8573,"23159 (2).tif.points","project/files/SALLE 1/23159 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4131
8574,"23159 (2)_georef.tif","project/files/SALLE 1/23159 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4131
8575,"23159.tif.points","project/files/SALLE 1/23159.tif.points",".tif.points",".tif.points",NULL,NULL,4132
8576,"23159_georef.tif","project/files/SALLE 1/23159_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4132
8577,"23160 (2).tif.points","project/files/SALLE 1/23160 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4133
8578,"23160 (2)_georef.tif","project/files/SALLE 1/23160 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4133
8579,"23160.tif.points","project/files/SALLE 1/23160.tif.points",".tif.points",".tif.points",NULL,NULL,4134
8580,"23160_georef.tif","project/files/SALLE 1/23160_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4134
8581,"23161.2.tif.points","project/files/SALLE 1/23161.2.tif.points",".tif.points",".tif.points",NULL,NULL,4135
8582,"23161.2_georef.tif","project/files/SALLE 1/23161.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4135
8583,"23162.2.tif.points","project/files/SALLE 1/23162.2.tif.points",".tif.points",".tif.points",NULL,NULL,4136
8584,"23162.2_georef.tif","project/files/SALLE 1/23162.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4136
8585,"23165.2.tif.points","project/files/SALLE 1/23165.2.tif.points",".tif.points",".tif.points",NULL,NULL,4137
8586,"23165.2_georef.tif","project/files/SALLE 1/23165.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4137
8587,"23167.2.tif.points","project/files/SALLE 1/23167.2.tif.points",".tif.points",".tif.points",NULL,NULL,4138
8588,"23167.2_georef.tif","project/files/SALLE 1/23167.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4138
8589,"23169.tif.points","project/files/SALLE 1/23169.tif.points",".tif.points",".tif.points",NULL,NULL,4139
8590,"23169_georef.tif","project/files/SALLE 1/23169_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4139
8591,"23170 (2).tif.points","project/files/SALLE 1/23170 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4140
8592,"23170 (2)_georef.tif","project/files/SALLE 1/23170 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4140
8593,"23170.tif.points","project/files/SALLE 1/23170.tif.points",".tif.points",".tif.points",NULL,NULL,4141
8594,"23170_georef.tif","project/files/SALLE 1/23170_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4141
8595,"23171.1.tif.points","project/files/SALLE 1/23171.1.tif.points",".tif.points",".tif.points",NULL,NULL,4142
8596,"23171.1_georef.tif","project/files/SALLE 1/23171.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4142
8597,"23171.2.tif.points","project/files/SALLE 1/23171.2.tif.points",".tif.points",".tif.points",NULL,NULL,4143
8598,"23171.2_georef.tif","project/files/SALLE 1/23171.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4143
8599,"23172.1.tif.points","project/files/SALLE 1/23172.1.tif.points",".tif.points",".tif.points",NULL,NULL,4144
8600,"23172.1_georef.tif","project/files/SALLE 1/23172.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4144
8601,"23172.2.tif.points","project/files/SALLE 1/23172.2.tif.points",".tif.points",".tif.points",NULL,NULL,4145
8602,"23172.2_georef.tif","project/files/SALLE 1/23172.2_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4145
8603,"23173.tif.points","project/files/SALLE 1/23173.tif.points",".tif.points",".tif.points",NULL,NULL,4146
8604,"23173_georef.tif","project/files/SALLE 1/23173_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4146
8605,"23174.1.tif.points","project/files/SALLE 1/23174.1.tif.points",".tif.points",".tif.points",NULL,NULL,4147
8606,"23174.1_georef.tif","project/files/SALLE 1/23174.1_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4147
8607,"23175 (2).tif.points","project/files/SALLE 1/23175 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4148
8608,"23175 (2)_georef.tif","project/files/SALLE 1/23175 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4148
8609,"23176 (2).tif.points","project/files/SALLE 1/23176 (2).tif.points",".tif.points",".tif.points",NULL,NULL,4149
8610,"23176 (2)_georef.tif","project/files/SALLE 1/23176 (2)_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4149
8611,"23176.tif.points","project/files/SALLE 1/23176.tif.points",".tif.points",".tif.points",NULL,NULL,4150
8612,"23176_georef.tif","project/files/SALLE 1/23176_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4150
8613,"23177.tif.points","project/files/SALLE 1/23177.tif.points",".tif.points",".tif.points",NULL,NULL,4151
8614,"23177_georef.tif","project/files/SALLE 1/23177_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4151
8615,"23178.tif.points","project/files/SALLE 1/23178.tif.points",".tif.points",".tif.points",NULL,NULL,4152
8616,"23178_georef.tif","project/files/SALLE 1/23178_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4152
8617,"23179.tif.points","project/files/SALLE 1/23179.tif.points",".tif.points",".tif.points",NULL,NULL,4153
8618,"23179_georef.tif","project/files/SALLE 1/23179_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4153
8619,"23182.tif.points","project/files/SALLE 1/23182.tif.points",".tif.points",".tif.points",NULL,NULL,4154
8620,"23182_georef.tif","project/files/SALLE 1/23182_georef.tif","_georef.tif","_georef.tif",NULL,NULL,4154
8621,"23183.1.tif.points","project/files/SALLE 1/23183.1.tif.points",".tif.points",".tif.points",NULL,NULL,4155
